text,Kommentar,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10,tag_11,tag_12,tag_13,tag_14,tag_15,tag_16
"Schade, denn das Essen und das Ambiente ist wirklich gut beim Röslein, aber bei den Preisen kann ich zumindest einen freundlichen Umgang erwarten.",,"Essen, food, pos,","Ambiente, amb, pos,","NULL, serv, neg,",,,,,,,,,,,,,
"Das Essen war lecker, auch die Bedienung hat uns sehr freundlich bedient.",,"Essen, food, pos,","Bedienung, serv, pos,",,,,,,,,,,,,,,
Das Tischbuffet wird immer nach Wunsch zubereitet und schmeckt wunderbar.,,"Tischbuffet, food, pos,",,,,,,,,,,,,,,,
Auch Getränke überteuert.,,"Getränke, price, neg,",,,,,,,,,,,,,,,
Klasse Laden super sympathische Kellner und eine nette Atmosphäre.,,"Laden, restaurantg, pos,","Kellner, serv, pos,","Atmosphäre, amb, pos,",,,,,,,,,,,,,
Der Preis war mit etwas mehr als 50€ pro Person inkl. Wasser und einer halben Flasche Wein schon heftig.,,"Preis, price, neg,",,,,,,,,,,,,,,,
Leider mit den gleichen Mängel wie bei reklamieren Gericht.,,"Gericht, food, neg,","NULL, food, neg,",,,,,,,,,,,,,,
"Sehr positiv überzeugt von ""meinen"" beiden Kellnerinnen Lena und Ihre Ausbilderin Andrea.",,"Lena, serv, pos,","Andrea, serv, pos,",,,,,,,,,,,,,,
"Das Bier mit 3,60€/ 0,3l zu teuer.",,"Bier, price, neg,",,,,,,,,,,,,,,,
Echt schlimm.,,"NULL, restaurantg, neg,",,,,,,,,,,,,,,,
Ich ziehe meinen Hut vor den Kollegen und Kolleginnen aus der Küche und dem Service.,,"Service, serv, pos,","Kollegen und Kolleginnen aus der Küche, serv, pos,",,,,,,,,,,,,,,
Freundliche und sehr flotte Bedienung.,,"Bedienung, serv, pos,",,,,,,,,,,,,,,,
Wir waren enttäuscht über die so hochgelobte RESTAURANT_NAME.,,"RESTAURANT_NAME, restaurantg, neg,",,,,,,,,,,,,,,,
"Dieser war dermaßen zäh und ungenießbar, dass unser Dessert ziemlich unangetastet wieder abgeräumt wurde.",,"NULL, food, neg,",,,,,,,,,,,,,,,
Hier stimmt alles!,,"NULL, restaurantg, pos,",,,,,,,,,,,,,,,
Nie wieder Auerbachs Keller!,,"Auerbachs Keller, restaurantg, neg,",,,,,,,,,,,,,,,
Ich werde sicher nicht mehr dorthin gehen.,,"NULL, restaurantg, neg,",,,,,,,,,,,,,,,
Leider hat die Fischqualität in letzter Zeit sehr stark nachgelassen.,,"Fischqualität, food, neg,",,,,,,,,,,,,,,,
Das Abendmenü hat uns sehr überzeugt und wir haben noch einen passenden Rotwein für den Hauptgang bestellt.,,"Abendmenü, food, pos,",,,,,,,,,,,,,,,
Tolle Auswahl an Speisen und Getränken.,,"Speisen, food, pos,","Getränken, food, pos,",,,,,,,,,,,,,,
"Ambiente gut, Wetter gut, Bedienung flink und freundlich.",,"Ambiente, amb, pos,","Wetter, amb, pos,","Bedienung, serv, pos,",,,,,,,,,,,,,
Das Essen war super.,,"Essen, food, pos,",,,,,,,,,,,,,,,
"Keine Einsicht bei Reklamation, also wir kommen nicht wieder.....",,"NULL, restaurantg, neg,","NULL, serv, neg,",,,,,,,,,,,,,,
Immer wieder gern.,,"NULL, restaurantg, pos,",,,,,,,,,,,,,,,
"Bis endlich die Rechnung kam, dauerte es wieder ca.30min.",,"Rechnung, serv, neg,",,,,,,,,,,,,,,,
Leider ist es aber sehr laut.,,"NULL, amb, neg,",,,,,,,,,,,,,,,
LOC der einfachsten Art und dazu ein schlechtes Preis - Leistung Verhältnis.,,"Preis - Leistung Verhältnis, price, neg,",,,,,,,,,,,,,,,
Sehr gut fanden wir die Auswahl an offenen Weinen.,,"Auswahl an offenen Weinen, food, pos,",,,,,,,,,,,,,,,
Enttäuschend war für uns alle die Essensqualität.,,"NULL, food, neg,",,,,,,,,,,,,,,,
"Eine der Servicekräfte deutete auf die Uhr und teilte mir in einem barschen Tonfall mit, dass man um 22:00 Uhr schließe.",,"Servicekräfte, serv, neg,",,,,,,,,,,,,,,,
"Interessanterweise enthielt die uns vorgelegte Speisekarte keine Pastagerichte, für ein italienisches Restaurant sehr sonderbar.",,"Speisekarte, food, neg,",,,,,,,,,,,,,,,
Aber trotzdem ist der Besuch lohnend und zu empfehlen.,,"Besuch, restaurantg, pos,",,,,,,,,,,,,,,,
Das daVino-Team hat am Wochenende beim Weihnachtstreffen des BMW Z1 Clubs in LOC für ein allseits hochgelobtes Highlight gesorgt.,,"daVino-Team, serv, pos,",,,,,,,,,,,,,,,
Auf diesen recht lieblos angerichteten - und gerade so : essbaren Burger mussten wir über eine Stunde (!!!),,"NULL, serv, neg,","Burger, food, neg,",,,,,,,,,,,,,,
"Essen und Service einwandfrei, fühlten uns wohlAufmerksamens Personal und ein gutes Timing kommen gerne wieder",,"Essen, food, pos,","Service, serv, pos,","Personal, serv, pos,","NULL, restaurantg, pos,",,,,,,,,,,,,
"Das Fleisch ist toll, die Sauce raffiniert.",,"Fleisch, food, pos,","Sauce, food, pos,",,,,,,,,,,,,,,
"Die Speisen sind solid und lecker, der Service professionell und das Ambiente stimmig.",,"Speisen, food, pos,","Service, serv, pos,","Ambiente, amb, pos,",,,,,,,,,,,,,
Die Sushi schmeckt nur noch durchschnittlich.,,"Sushi, food, neu,",,,,,,,,,,,,,,,
Personal ist sehr freundlich und aufmerksam.,,"Personal, serv, pos,",,,,,,,,,,,,,,,
"Wenn man in der Nähe ist, kann man hier gut hingehen.",,"NULL, restaurantg, pos,",,,,,,,,,,,,,,,
"Essen lecker, (vielleicht ein klein wenig zu lange gebraucht), Bedienungen freundlich und sauber!",,"Essen, food, pos,","Bedienungen, serv, pos,","NULL, serv, neg,",,,,,,,,,,,,,
und wir einen wunderbaren Abend mit extrem leckerem und einfallsreichen Essen verbrachten!,,"Essen, food, pos,","NULL, restaurantg, pos,",,,,,,,,,,,,,,
"Vielen lieben Dank, die deutsche Küche in der Form aufzutischen.",,"Küche, food, pos,",,,,,,,,,,,,,,,
"Was immer und sofort hängen bleibt: supersaubere Toiletten, der persönliche Empfang durch kleine Kärtchen am Tisch (Reserviert für XX und ihre Gäste bzw. Ich freue mich, dass Sie heute mein Gast sind) und eine herzliche Servicekraft, die jeden Wunsch von den Augen abliest.",,"Toiletten, amb, pos,","Empfang, serv, pos,","Servicekraft, serv, pos,",,,,,,,,,,,,,
"Für meinen Geldbeutel etwas zu teuer, aber wir hatten ja zum Glück einen Gutschein zum Geburtstag geschenkt bekommen.",,"NULL, price, neg,",,,,,,,,,,,,,,,
Übel in der Optik und dem faden Geschmack.,,"NULL, food, neg,",,,,,,,,,,,,,,,
"Stühle etwas unbequem, aber mit Jacke drunter ging auch das.",,"Stühle, amb, neg,",,,,,,,,,,,,,,,
Der alternativ bestellte ofenfrische Leberkäs wurde mit scharfem Senf serviert - ein no go in LOC.,,"Leberkäs, food, neg,","Senf, food, neg,",,,,,,,,,,,,,,
Wir haben uns sehr wohl gefühlt und werden wieder kommen!,,"NULL, restaurantg, pos,",,,,,,,,,,,,,,,
Mal dort und werde wiederkommen wenn ich wieder in LOC bin.,,"NULL, restaurantg, pos,",,,,,,,,,,,,,,,
Das Fleisch des Brauhaustellers war ungenießbar!,,"Fleisch, food, neg,",,,,,,,,,,,,,,,
Ingesamt ist der gute Herr nicht in der Lage gewesen das Alt zu servieren so das wir nach dem Essen woanders eingekehrt sind.,,"Herr, serv, neg,",,,,,,,,,,,,,,,
Unser letzter Besuch dort!,,"NULL, restaurantg, neg,",,,,,,,,,,,,,,,
"Großer Name, schlechter Service, Essen unterirdisch.",,"Service, serv, neg,","Essen, food, neg,",,,,,,,,,,,,,,
Leider waren wir dieses Mal mit den Speisen nicht zufrieden.,,"Speisen, food, neg,",,,,,,,,,,,,,,,
Zum Schluss hat eine nette Kellnerin aus einem anderen Saal unsere Bestellung aufgenommen.,,"Kellnerin, serv, pos,",,,,,,,,,,,,,,,
Vorspeise Carpaccio und Salat war lecker … Pizza riesig!,,"Carpaccio, food, pos,","Salat, food, pos,",,,,,,,,,,,,,,
Freundliche und flotte Bedienung - das war prima wobei kaum Gäste da waren.,,"Bedienung, serv, pos,",,,,,,,,,,,,,,,
"Einmal zum Mittagessen - das vegetarische Trio Knödel war fantasievoll und schmeckte sehr gut, die Bandnudeln mit gebratenen Pfifferlingen waren gut, hätten aber durch etwas mehr Gewürze deutlich gewonnen.",,"vegetarische Trio Knödel, food, pos,","Bandnudeln mit gebratenen Pfifferlingen, food, pos,",,,,,,,,,,,,,,
"Man schmeckt die frischen Teigwaren, durch welche sich dieses Restaurant von anderen italienischen Restaurant abhebt.",,"Teigwaren, food, pos,",,,,,,,,,,,,,,,
Der Chef konnte nicht gefunden werden.,,"Chef, serv, neg,",,,,,,,,,,,,,,,
Absolut weiterzuempfehlen.,,"NULL, restaurantg, pos,",,,,,,,,,,,,,,,
"Sorry, ich kann’s nicht anders ausdrücken, aber das war wirklich ekelhaft.",,"NULL, food, neg,",,,,,,,,,,,,,,,
Bedienung war zuvorkommend und schnell.,,"Bedienung, serv, pos,",,,,,,,,,,,,,,,
Absolut freundlicher Kellner ( Chef ?,,"Kellner, serv, pos,",,,,,,,,,,,,,,,
"Typisches Brauhaus mit guter Atmosphäre und einem freundlichen, kompetenten Service.",,"Atmosphäre, amb, pos,","Service, serv, pos,",,,,,,,,,,,,,,
"Der Preis stimmt, das Personal ist freundlich und aufmerksam, die Atmosphäre ist angenehm.",,"Preis, price, pos,","Personal, serv, pos,","Atmosphäre, amb, pos,",,,,,,,,,,,,,
Leider wurde ich durch die sehr vielen guten Bewertungen hierher gelotst.,,"NULL, restaurantg, neg,",,,,,,,,,,,,,,,
Netter Empfang und freundlicher Service.,,"Empfang, serv, pos,","Service, serv, pos,",,,,,,,,,,,,,,
"Über eine Stunde aufs Essen warten, und dann ist bei allen Gerichten mit Salat/Gemüse einiges an Sand im Essen.",,"Gerichten mit Salat/Gemüse, food, neg,","NULL, serv, neg,",,,,,,,,,,,,,,
"Das Personal sehr nett und aufmerksam, größtenteils viel jünger als wir.",,"Personal, serv, pos,",,,,,,,,,,,,,,,
"Portionen sind mehr als ausreichend, Preise sind human und Bedienung ist sehr freundlich.",,"Bedienung, serv, pos,","Preise, price, pos,","Portionen, food, pos,",,,,,,,,,,,,,
Leckeres Essen und gemütliches Ambiente.,,"Essen, food, pos,","Ambiente, amb, pos,",,,,,,,,,,,,,,
"RESTAURANT_NAME war voll besetzt, was für den sehr freundlichen Service natürlich eine Herausforderung war und wir mussten uns etwas gedulden, was man aber bei der gebotenen Qualität sehr gerne in Kauf nimmt.",,"Service, serv, pos,","Qualität, food, pos,",,,,,,,,,,,,,,
Qualität des Essens Durchschnitt.,,"Essens, food, neu,",,,,,,,,,,,,,,,
"am 25.12.2022 haben wir ohne Reservierung einen schönen Tisch bekommen und wurden von Danielo, einem erfahrenem und engagiertem Ober kompetent beraten und bedient.",,"Danielo, serv, pos,",,,,,,,,,,,,,,,
"das spätere essen (Pizza) war wirklich gut, aber so viel Zeit während der Woche haben wir nicht und werden deshalb auch nicht wieder kommen.",,"essen (Pizza), food, pos,",,,,,,,,,,,,,,,
Die Auswahl der Kuchen & Torten war dementsprechend nicht mehr sehr groß.,,"Auswahl der Kuchen & Torten, food, neg,",,,,,,,,,,,,,,,
Nudelauflauf hat leider auch nach wenig geschmeckt.,,"Nudelauflauf, food, neg,",,,,,,,,,,,,,,,
"Sie war zäh, man hat das Fleisch vom Knochen nicht abbekommen.",,"NULL, food, neg,",,,,,,,,,,,,,,,
Bratkartoffeln waren etwas arg hell ind die Zwiebeln auf dem Rostbraten etwas arg dunkel… aber ansonsten ein ordentliches Lokal im Herzen von LOC,,"Bratkartoffeln, food, neg,","Zwiebeln, food, neg,","Lokal, restaurantg, pos,",,,,,,,,,,,,,
Der Kellner war unhöflich und völlig unfreundlich.,,"Kellner, serv, neg,",,,,,,,,,,,,,,,
Hier wurde mit Liebe gekocht.,,"NULL, food, pos,",,,,,,,,,,,,,,,
"Der Typ sagte zu uns, dass er bestimmen würde, welcher Tisch frei ist und welcher nicht.",,"Typ, serv, neg,",,,,,,,,,,,,,,,
Die LOC hat gut geklappt und ist am Wochenende auch zu empfehlen.,,"NULL, restaurantg, pos,",,,,,,,,,,,,,,,
"Ich habe dort keine schöne Erfahrung gemacht, dabei ist das Ambiente äußerst angenehm.",,"Ambiente, amb, pos,",,,,,,,,,,,,,,,
Das Essen (Tapas und zwei Fleischgerichte) waren alle sehr frisch zubereitet und ausnahmslos lecker.,,"Essen, food, pos,","Tapas, food, pos,","Fleischgerichte, food, pos,",,,,,,,,,,,,,
"Wuselig, lecker und voll.",,"NULL, amb, neg,","NULL, food, pos,",,,,,,,,,,,,,,
"Für das Ambiente 4 von 5 Sternen- man kann nichts aussetzten, ist halt Geschmackssache.",,"Ambiente, amb, pos,",,,,,,,,,,,,,,,
"Unglaublich was für ein schlechter Service, zumal der für uns zuständige Kellner alle anderen Tische abräumte u abwischte.",,"Service, serv, neg,","Kellner, serv, neg,",,,,,,,,,,,,,,
Die Location kann leider nicht die miese Bedienung und das mehrheitlich unfreundliche Personal raus reissen.,,"Bedienung, serv, neg,","Personal, serv, neg,",,,,,,,,,,,,,,
Sehr leckere Getränke meine Empfehlung ist der Limoncello Spritz sehr erfrischend.,,"Getränke, food, pos,","Limoncello Spritz, food, pos,",,,,,,,,,,,,,,
Die Vorspeise war ein Genuss und ein toller Querschnitt der guten Küche.,,"Vorspeise, food, pos,","Küche, food, pos,",,,,,,,,,,,,,,
Wir kommen nicht wieder.,,"NULL, restaurantg, neg,",,,,,,,,,,,,,,,
Was ja vielleicht auch die Erklärung für die etwas müde und vor allem langweilige Performance sein könnte.,,"NULL, restaurantg, neg,",,,,,,,,,,,,,,,
"Schade, ansonsten eine sehr schöne Gastronomie mit super netten Service.",,"Gastronomie, food, pos,","Service, serv, pos,",,,,,,,,,,,,,,
Die Bedienung Frau Marta war sehr freundlich und speditiv.,,"Marta, serv, pos,",,,,,,,,,,,,,,,
Das Personal ist leicht arrogant und nicht besonders freundlich.,,"Personal, serv, neg,",,,,,,,,,,,,,,,
"Bahnhofs-Atmosphäre.. 19:35 kam die Vorspeise, wir mussten nach Besteck fragen… 19:45 kam die Hauptspeise, obwohl wir noch mit der Vorspeise beschäftigt waren.",,"Bahnhofs-Atmosphäre, amb, neg,","NULL, serv, neg,",,,,,,,,,,,,,,
"Großartige Gerichte, kreiert mit besten Produkten, auch aus der Region; delikat, gradlinig, auf hohem Niveau.",,"Gerichte, food, pos,","Produkten, food, pos,",,,,,,,,,,,,,,
"Das Terrassenambiente war eine Katastrophe, viel zu eng alles und viel zu laut.",,"Terrassenambiente, amb, neg,",,,,,,,,,,,,,,,
Ich/Wir haben (zum Glück) seit Jahren nicht mehr so schlecht gegessen wie hier.,,"NULL, food, neg,",,,,,,,,,,,,,,,
"Bis Pasta fertig ist, ist das Bier endgültig warm.",,"NULL, serv, neg,",,,,,,,,,,,,,,,
"Atmosphäre des Lokals ist gut, Personal reagierte auf den Wunsch, beim Salat eine Zutat wegzulassen allerdings unflexibel und der Inhaber ist mehr als unfreundlich.",,"Atmosphäre, amb, pos,","Inhaber, serv, neg,","Personal, serv, neg,",,,,,,,,,,,,,
Sehr hübsches bodenständigies Lokal.,,"Lokal, restaurantg, pos,","Lokal, amb, pos,",,,,,,,,,,,,,,
"Pommes ok beim Schnitzel benötigt man dringend etwas zu trinken.... viel zu trocken 3 Pilze in der ""sauce"" eher Suppe.",,"Pommes, food, neu,","Schnitzel, food, neg,","sauce, food, neg,",,,,,,,,,,,,,
Getränke und Speisen standen ruckzuck auf dem Tisch.,,"NULL, serv, pos,",,,,,,,,,,,,,,,
Wir werden nach unserem eigenen Erlebnis nicht mehr dort hingehen.,,"NULL, restaurantg, neg,",,,,,,,,,,,,,,,
Gutes Essen in einem schönen und geräumigen Gasthaus.,,"Essen, food, pos,","Gasthaus, amb, pos,",,,,,,,,,,,,,,
"Auch der Service war aufmerksam, freundlich und kompetent",,"Service, serv, pos,",,,,,,,,,,,,,,,
"Die Currywurst war lecker, die Pommes ziemlich versalzen.",,"Currywurst, food, pos,","Pommes, food, neg,",,,,,,,,,,,,,,
Auch die Lage ist wie in „ bella Italia“.,,"Lage, amb, pos,",,,,,,,,,,,,,,,
Die Milzwurst war hart und die Panier klebte als dünne Schicht am Produkt.,,"Milzwurst, food, neg,","Panier, food, neg,",,,,,,,,,,,,,,
unumgängliches Restaurant!,,"Restaurant, restaurantg, pos,",,,,,,,,,,,,,,,
Eine typische Touristenlocation die von ihrem Mythos lebt.,,"NULL, restaurantg, pos,",,,,,,,,,,,,,,,
Sehr netter Service und leckeres Essen.,,"Service, serv, pos,","Essen, food, pos,",,,,,,,,,,,,,,
"Leere Getränke wurden nicht abgeräumt, dazugekommene Personen wurden nicht nach Getränken gefragt und generell wirkte es eher so als wäre jede Frage zu viel und die Gäste eher störend.",,"NULL, serv, neg,",,,,,,,,,,,,,,,
"Schweinchenrosa gekachelt, Schlachthausatmosphäre, Plastiktische, Kühlschrank für ""Dry-Age Fleisch"", einfach stillos, ein no go.",,"Schlachthausatmosphäre, amb, neg,","Plastiktische, amb, neg,","Kühlschrank für ""Dry-Age Fleisch"",, amb, neg,",,,,,,,,,,,,,
Gastfreundschaft geht anders.,,"Gastfreundschaft, serv, neg,",,,,,,,,,,,,,,,
"Die bestellten Pizzen waren ok, groß aber geschmacklich kein Highlight.",,"Pizzen, food, neu,",,,,,,,,,,,,,,,
Aber die Kellner schaffen es sehr gut sich dort durchzuwinden und trotz des brechend vollen Hauses kam unser Essen nach normaler Wartezeit.,,"Kellner, serv, pos,",,,,,,,,,,,,,,,
Eventuell ok wenn man nur etwas trinken möchte für ein Essen mit Freunden nicht zu empfehlen.,,"Essen, food, neg,","NULL, food, neu,",,,,,,,,,,,,,,
Sehr guter und freundlicher Service.,,"Service, serv, pos,",,,,,,,,,,,,,,,
Das Essen ist ebenfalls gut.,,"Essen, food, pos,",,,,,,,,,,,,,,,
"Beim Schweinebraten hat die Würze gefehlt, der dazugehörige Salat war fantastisch, die Kruste auch, der Kartoffelknödel war essbar, der Semmelknödel weniger.",,"Schweinebraten, food, neg,","Salat, food, pos,","Kruste, food, pos,","Kartoffelknödel, food, pos,","Semmelknödel, food, neg,",,,,,,,,,,,
"Moment: Platz nehmen ist nicht so einfach, das regelt der „Oberkellner“, der ein strenges Regiment über die drei Tischreihen auf der Terrasse führt.",,"Oberkellner, serv, neg,",,,,,,,,,,,,,,,
"Super freundliche, zuvorkommende Bedienung!!",,"Bedienung, serv, pos,",,,,,,,,,,,,,,,
Ein Armutszeugnis.,,"NULL, restaurantg, neg,",,,,,,,,,,,,,,,
"Der junge Service ist äußerst freundlich, erklärt sehr angenehm und macht seinen Job gerne.",,"Service, serv, pos,",,,,,,,,,,,,,,,
Leider sind die Kellner extrem gestresst und kurz angebunden.,,"Kellner, serv, neg,",,,,,,,,,,,,,,,
Verstehe 0 warum die Leute es gut finden,,"NULL, restaurantg, neg,",,,,,,,,,,,,,,,
"Preis, 14.90€, fand ich total überzogen.",,"Preis, price, neg,",,,,,,,,,,,,,,,
Sowohl Vorspeisen als auch Hauptgang hat überrascht.,,"Vorspeisen, food, pos,","Hauptgang, food, pos,",,,,,,,,,,,,,,
"Der Empfang war nett, der Tisch im hinteren Bereich des aus Brettern gebauten Restaurants.",,"Empfang, serv, pos,",,,,,,,,,,,,,,,
"Das selbstgebraute Bier ist wirklich lecker, das Essen hingegen nicht zu empfehlen.",,"Bier, food, pos,","Essen, food, neg,",,,,,,,,,,,,,,
Kommen sehr gerne wieder!,,"NULL, restaurantg, pos,",,,,,,,,,,,,,,,
"Das Fleisch war in Ordnung, die Bratkartoffeln waren jedoch nicht knusprig, sondern trieften vor Fett.",,"Fleisch, food, neu,","Bratkartoffeln, food, neg,",,,,,,,,,,,,,,
Alle Personal sehr freundlich.,,"Personal, serv, pos,",,,,,,,,,,,,,,,
"Wir hatten für 15 Personen einen Tisch reserviert und mussten trotzdem 20 min warten, obwohl wir pünktlich da waren.",,"NULL, serv, neg,",,,,,,,,,,,,,,,
"Entspanntes Ambiente, auch die Grüße aus der Küche sowie Pré- und Postdesert waren unglaublich lecker und besonders!",,"Ambiente, amb, pos,","Grüße aus der Küche, food, pos,","Pré- und Postdesert, food, pos,",,,,,,,,,,,,,
Dank Lena haben wir den ersten Abend in LOC sehr genossen!,,"NULL, restaurantg, pos,",,,,,,,,,,,,,,,
Das Essen war ganz in Ordnung.,,"Essen, food, neu,",,,,,,,,,,,,,,,
Das bestellte Steak zu zweit war nicht viel größer wie eine plattgedrückte Frikadelle.,,"Steak, food, neg,",,,,,,,,,,,,,,,
Beim dritten Versuch war das Fleisch schon wieder kalt.,,"Fleisch, food, neg,",,,,,,,,,,,,,,,
"Das Essen war außerdem nicht warm genug, die Gambas trocken und der Lauch war alt und hart und ungenießbar.",,"Essen, food, neg,","Gambas, food, neg,","Lauch, food, neg,",,,,,,,,,,,,,
Allerdings ist das Restaurant kein Schnäppchen.,,"Restaurant, price, neg,",,,,,,,,,,,,,,,
Sehr nettes Ambiente drin wie draußen.,,"drin, amb, pos,","draußen, amb, pos,",,,,,,,,,,,,,,
Da kann auch der Service für unsere 50-köpfige Truppe noch so verbesserungswürdig sein ...,,"Service, serv, neg,",,,,,,,,,,,,,,,
Sehr Schade!,,"NULL, restaurantg, neg,",,,,,,,,,,,,,,,
"Leider war zwar das Essen gut, der Service hat aber leider sehr zögerlich Getränke gebracht.",,"Essen, food, pos,","Service, serv, neg,",,,,,,,,,,,,,,
Der Salat war fast Tiefgefroren und entsprechend im Geschmack und das Wienerschnitzel billigste TK Ware.,,"Salat, food, neg,","Wienerschnitzel, food, neg,",,,,,,,,,,,,,,
"Am Eingang ist niemand der einem die Abrechnungskarze übergibt, Warten !",,"NULL, serv, neg,",,,,,,,,,,,,,,,
"Da gibt es in LOC diverse Restaurants, wo es besser schmeckt und sich als Gast auch wohlfühlen kann.",,"NULL, amb, neg,","NULL, food, neg,",,,,,,,,,,,,,,
Hervorragende Speisen in einer wunderschönen Location.,,"Speisen, food, pos,","Location, amb, pos,",,,,,,,,,,,,,,
"Wir haben Entrecotes/Filets, dazu superfeine Beilagen (zB Stampf, Schlotze oder Spinat) gegessen, im Nachgang noch die Spaghetti mit Tomatensauce (Eis-Dessert).",,"Beilagen, food, pos,","Stampf, food, pos,","Schlotze, food, pos,","Spinat, food, pos,",,,,,,,,,,,,
"Mehrere sehr junge Kellnerinnen waren im Außenbereich, nur war es schwer, eine Bestellung abzugeben, da sich niemand zuständig fühlte.",,"Kellnerinnen, serv, neg,",,,,,,,,,,,,,,,
